id,name,image,tags,createdAt,updatedAt
4,Copa do Mundo 2022,https://cdn.conmebol.com/wp-content/uploads/2019/09/fwc_2022_square_portrait1080x1080-1024x1024.png,{futebol},2025-04-25 21:20:43.230315-03,2025-04-25 21:20:43.230315-03
